"ControlID","Status","FeatureName","ResourceGroupName","ResourceName","ControlSeverity","IsBaselineControl","IsPreviewBaselineControl","IsControlInGrace","SupportsAutoFix","Description","Recommendation","ResourceId","DetailedLogFile"
"Azure_Storage_DP_Rotate_Keys","Manual","Storage","cost_mgmt_rg","almcostmgmt","Medium","No","No","No","No","Storage Account keys must be rotated periodically","Rotate Storage Account keys on a periodic basis. To generated a new key, run command 'New-AzStorageAccountKey -KeyName '<key1/key2>' -Name '<StorageAccountName>' -ResourceGroupName '<RGName>'. Deploy the new key or derived SAS tokens to various clients as appropriate. Run 'Get-Help New-AzStorageAccountKey -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/cost_mgmt_rg/providers/Microsoft.Storage/storageAccounts/almcostmgmt","/cost_mgmt_rg/Storage.LOG"
"Azure_Storage_AuthZ_Allow_Limited_Access_to_Services","Manual","Storage","cost_mgmt_rg","almcostmgmt","High","No","No","No","No","Use Stored Access Policies with least privileges needed to access services in the Storage Account.","Create a SAS token with Stored Access Policy for service access using the minimal required privileges. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1#controlling-a-sas-with-a-stored-access-policy.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/cost_mgmt_rg/providers/Microsoft.Storage/storageAccounts/almcostmgmt","/cost_mgmt_rg/Storage.LOG"
"Azure_Storage_AuthN_Dont_Allow_Anonymous","Passed","Storage","cost_mgmt_rg","almcostmgmt2","High","Yes","No","No","Yes","The Access Type for containers must not be set to 'Anonymous'","Run command 'Set-AzStorageContainerAcl -Name '<ContainerName>' -Permission 'Off' -Context (New-AzStorageContext -StorageAccountName '<StorageAccountName>' -StorageAccountKey '<StorageAccountKey>')'. Run 'Get-Help Set-AzStorageContainerAcl -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/cost_mgmt_rg/providers/Microsoft.Storage/storageAccounts/almcostmgmt2","/cost_mgmt_rg/Storage.LOG"
"Azure_Storage_Audit_AuthN_Requests","Failed","Storage","cost_mgmt_rg","almcostmgmt2","Medium","No","No","No","Yes","Storage Account must be configured to log and monitor authentication request data","First, run the command '$storageAccount = Get-AzStorageAccount -ResourceGroupName <RGName> -Name <Storage Name> -ErrorAction SilentlyContinue'. Then, run '$storageContext = $storageAccount.Context'. This is the value that you need to supply for -Context in the subsequent commands. Run command 'Set-AzStorageServiceLoggingProperty -ServiceType '<Blob/Queue/Table>' -LoggingOperations 'All' -Context $storageContext -RetentionDays '365' -PassThru'. Run 'Get-Help Set-AzStorageServiceLoggingProperty -full' for more help. Set-AzStorageServiceMetricsProperty -MetricsType 'Hour' -ServiceType '<Blob/Queue/Table/File>' -Context storageContext -MetricsLevel 'ServiceAndApi' -RetentionDays '365' -PassThru. Run 'Get-Help Set-AzStorageServiceMetricsProperty -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/cost_mgmt_rg/providers/Microsoft.Storage/storageAccounts/almcostmgmt2","/cost_mgmt_rg/Storage.LOG"
"Azure_Storage_DP_Encrypt_In_Transit","Failed","Storage","cost_mgmt_rg","almcostmgmt2","High","Yes","No","No","Yes","HTTPS protocol must be used for accessing Storage Account resources","Run command 'Set-AzStorageAccount -ResourceGroupName <RGName> -Name <StorageAccountName> -EnableHttpsTrafficOnly $true'. Run 'Get-Help Set-AzStorageAccount -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/cost_mgmt_rg/providers/Microsoft.Storage/storageAccounts/almcostmgmt2","/cost_mgmt_rg/Storage.LOG"
"Azure_Storage_DP_Restrict_CORS_Access","Passed","Storage","cost_mgmt_rg","almcostmgmt2","Medium","No","No","No","No","Ensure that CORS access is granted to a minimal set of trusted origins and only required verbs are supported.","Go to Azure Portal --> your Storage service --> Settings --> CORS --> for each of the Storage services  i.e. Blob/File/Table/Queue --> Add --> Provide the specific domain names and other CORS details that should be allowed to make cross-origin calls. Note: No action is needed if you are not using CORS for your service.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/cost_mgmt_rg/providers/Microsoft.Storage/storageAccounts/almcostmgmt2","/cost_mgmt_rg/Storage.LOG"
"Azure_Storage_AuthZ_Restrict_Network_Access","Verify","Storage","cost_mgmt_rg","almcostmgmt2","Medium","No","No","No","No","Ensure that Firewall and Virtual Network access is granted to a minimal set of trusted origins","Go to Azure Portal --> your Storage service --> Settings --> Firewalls and virtual networks --> Selected Network. Provide the specific IP address and Virtual Network details that should be allowed to access storage account.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/cost_mgmt_rg/providers/Microsoft.Storage/storageAccounts/almcostmgmt2","/cost_mgmt_rg/Storage.LOG"
"Azure_Storage_BCDR_Enable_Soft_Delete","Verify","Storage","cost_mgmt_rg","almcostmgmt2","Medium","No","No","No","No","Soft delete should be enabled to allow recovery of deleted blobs or blob snapshots","Refer: https://docs.microsoft.com/en-us/azure/storage/blobs/storage-blob-soft-delete to enable soft delete feature on Storage.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/cost_mgmt_rg/providers/Microsoft.Storage/storageAccounts/almcostmgmt2","/cost_mgmt_rg/Storage.LOG"
"Azure_Storage_AuthZ_Grant_Min_RBAC_Access","Verify","Storage","cost_mgmt_rg","almcostmgmt2","Medium","No","No","No","No","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Remove any excessive privileges granted on the Search service. Run command: Remove-AzRoleAssignment -SignInName '<SignInName>' -Scope '<Scope>' RoleDefinitionName '<RoleDefinitionName>'. Run 'Get-Help Remove-AzRoleAssignment -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/cost_mgmt_rg/providers/Microsoft.Storage/storageAccounts/almcostmgmt2","/cost_mgmt_rg/Storage.LOG"
"Azure_Storage_AuthN_Use_AAD_Based_Access","Verify","Storage","cost_mgmt_rg","almcostmgmt2","Medium","No","No","No","No","Use AAD-based access for storage account","Refer: https://docs.microsoft.com/en-us/azure/active-directory/managed-identities-azure-resources/overview, https://docs.microsoft.com/en-us/azure/storage/common/storage-auth-aad-msi ","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/cost_mgmt_rg/providers/Microsoft.Storage/storageAccounts/almcostmgmt2","/cost_mgmt_rg/Storage.LOG"
"Azure_Storage_AuthZ_Use_IP_ACL","Manual","Storage","cost_mgmt_rg","almcostmgmt2","Medium","No","No","No","No","Use IP-restrictions in SAS tokens to only permit access from intended IP addresses","Restrict storage SAS tokens to specific IP addresses/ranges where possible. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1. Note: In case the IP range is indeterminate (for instance, if the client is a PaaS endpoint), you may need to attest this control.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/cost_mgmt_rg/providers/Microsoft.Storage/storageAccounts/almcostmgmt2","/cost_mgmt_rg/Storage.LOG"
"Azure_Storage_AuthZ_Clients_Use_SAS","Manual","Storage","cost_mgmt_rg","almcostmgmt2","High","No","No","No","No","End user/client apps should access Storage Account through SAS token only (and not via Storage Account Key)","Do not use Storage Account key directly in apps. Use a SAS token to limit the access based on scope, duration, IPs, etc. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/cost_mgmt_rg/providers/Microsoft.Storage/storageAccounts/almcostmgmt2","/cost_mgmt_rg/Storage.LOG"
"Azure_Storage_DP_Rotate_Keys","Manual","Storage","cost_mgmt_rg","almcostmgmt2","Medium","No","No","No","No","Storage Account keys must be rotated periodically","Rotate Storage Account keys on a periodic basis. To generated a new key, run command 'New-AzStorageAccountKey -KeyName '<key1/key2>' -Name '<StorageAccountName>' -ResourceGroupName '<RGName>'. Deploy the new key or derived SAS tokens to various clients as appropriate. Run 'Get-Help New-AzStorageAccountKey -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/cost_mgmt_rg/providers/Microsoft.Storage/storageAccounts/almcostmgmt2","/cost_mgmt_rg/Storage.LOG"
"Azure_Storage_AuthZ_Allow_Limited_Access_to_Services","Manual","Storage","cost_mgmt_rg","almcostmgmt2","High","No","No","No","No","Use Stored Access Policies with least privileges needed to access services in the Storage Account.","Create a SAS token with Stored Access Policy for service access using the minimal required privileges. Refer: https://docs.microsoft.com/en-us/azure/storage/storage-dotnet-shared-access-signature-part-1#controlling-a-sas-with-a-stored-access-policy.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/cost_mgmt_rg/providers/Microsoft.Storage/storageAccounts/almcostmgmt2","/cost_mgmt_rg/Storage.LOG"
"Azure_Databricks_DP_No_PlainText_Secrets_In_Notebooks","Manual","Databricks","rg_databricks_001","workspace-001","High","No","No","No","No","Secrets and keys must not be in plain text in notebooks and jobs","Use a key vault backed Databricks secret scopes to store any secrets and keys and read them from the respective secret scopes in notebooks and jobs. Refer: https://docs.azuredatabricks.net/user-guide/secrets/index.html","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_databricks_001/providers/Microsoft.Databricks/workspaces/workspace-001","/rg_databricks_001/Databricks.LOG"
"Azure_Databricks_DP_Use_KeyVault_Backed_Secret_Scope","Manual","Databricks","rg_databricks_001","workspace-001","Medium","No","No","No","No","Use Azure Key Vault backed secret scope to hold secrets","To use Azure Key Vault backed secret scopes, refer: https://docs.azuredatabricks.net/user-guide/secrets/secret-scopes.html#create-an-azure-key-vault-backed-secret-scope","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_databricks_001/providers/Microsoft.Databricks/workspaces/workspace-001","/rg_databricks_001/Databricks.LOG"
"Azure_Databricks_DP_Independent_KeyVault_Per_Scope","Manual","Databricks","rg_databricks_001","workspace-001","Medium","No","No","No","No","Each secret scope should use an independent key vault","Analyze the separation of access needed in your solution and use different scopes backed by independent key vaults as necessary.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_databricks_001/providers/Microsoft.Databricks/workspaces/workspace-001","/rg_databricks_001/Databricks.LOG"
"Azure_Databricks_DP_Minimal_Token_Validity","Manual","Databricks","rg_databricks_001","workspace-001","High","No","No","No","No","Personal access tokens (PAT) must have a shortest possible validity period","While creating a PAT, provide the minimum practical expiration period. You can see all tokens genearted by you and their expiration periods by navigating to Databricks Workspace --> Profile --> User Settings --> Access Tokens","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_databricks_001/providers/Microsoft.Databricks/workspaces/workspace-001","/rg_databricks_001/Databricks.LOG"
"Azure_Databricks_AuthZ_Grant_Min_RBAC_Access","Verify","Databricks","rg_databricks_001","workspace-001","Medium","No","No","No","No","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Remove any excessive privileges granted on the Databricks. Run command: Remove-AzRoleAssignment -SignInName '<SignInName>' -Scope '<Scope>' RoleDefinitionName '<RoleDefinitionName>'. Run 'Get-Help Remove-AzRoleAssignment -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_databricks_001/providers/Microsoft.Databricks/workspaces/workspace-001","/rg_databricks_001/Databricks.LOG"
"Azure_Databricks_AuthZ_Limit_Admin_Count","Manual","Databricks","rg_databricks_001","workspace-001","Medium","No","No","No","No","Minimize the number of workspace admins","Minimize the number of workspace admins. Navigate to Databricks workspace --> Account --> Admin Console --> Users --> Revoke admin access for users(who no longer requires admin access)","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_databricks_001/providers/Microsoft.Databricks/workspaces/workspace-001","/rg_databricks_001/Databricks.LOG"
"Azure_Databricks_AuthZ_Enable_Workspace_Access_Control","Verify","Databricks","rg_databricks_001","workspace-001","Medium","No","No","No","No","Workspace access control should be enabled","To enable and configure workspace access control, refer: https://docs.azuredatabricks.net/administration-guide/admin-settings/workspace-acl.html","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_databricks_001/providers/Microsoft.Databricks/workspaces/workspace-001","/rg_databricks_001/Databricks.LOG"
"Azure_Databricks_AuthZ_Enable_Cluster_Access_Control","Verify","Databricks","rg_databricks_001","workspace-001","Medium","No","No","No","No","Cluster access control should be enabled","To enable and configure cluster access control, refer: https://docs.azuredatabricks.net/administration-guide/admin-settings/cluster-acl.html","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_databricks_001/providers/Microsoft.Databricks/workspaces/workspace-001","/rg_databricks_001/Databricks.LOG"
"Azure_Databricks_AuthZ_Enable_Job_Access_Control","Verify","Databricks","rg_databricks_001","workspace-001","Medium","No","No","No","No","Job access control should be enabled","To enable and configure job access control, refer: https://docs.azuredatabricks.net/administration-guide/admin-settings/jobs-acl.html","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_databricks_001/providers/Microsoft.Databricks/workspaces/workspace-001","/rg_databricks_001/Databricks.LOG"
"Azure_Databricks_AuthZ_Prohibit_Guest_Account_Admin_Access","Manual","Databricks","rg_databricks_001","workspace-001","High","No","No","No","No","Guest accounts within the AAD tenant should not be granted admin access","Avoid granting access to guest accounts from the AAD tentant. Remove any such accounts that may have been granted access in the past. Navigate to Databricks workspace --> Account --> Admin Console --> Users --> Revoke admin access of guest users(who no longer requires admin access)","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_databricks_001/providers/Microsoft.Databricks/workspaces/workspace-001","/rg_databricks_001/Databricks.LOG"
"Azure_Databricks_NetSec_Justify_VNet_Peering","Manual","Databricks","rg_databricks_001","workspace-001","High","Yes","No","No","No","Use of any virtual network peerings should be justified","You can remove any virtual network peering by navigating to Azure portal --> Databricks --> Virtual Network Peerings --> select vNET peering --> Delete (unless their presence has been approved by network security team).","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_databricks_001/providers/Microsoft.Databricks/workspaces/workspace-001","/rg_databricks_001/Databricks.LOG"
"Azure_Databricks_AuthZ_Cluster_Grant_Min_RBAC_Access","Manual","Databricks","rg_databricks_001","workspace-001","Medium","No","No","No","No","All users must be granted minimum required permissions on clusters","Remove any excessive privileges granted to any user on clusters. Navigate to workspace --> clusters --> select cluster --> Edit --> Permissions, for details refer: https://docs.azuredatabricks.net/administration-guide/admin-settings/cluster-acl.html","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_databricks_001/providers/Microsoft.Databricks/workspaces/workspace-001","/rg_databricks_001/Databricks.LOG"
"Azure_Databricks_DP_Review_Mounted_DataSources","Manual","Databricks","rg_databricks_001","workspace-001","Medium","No","No","No","No","Do not mount any data sources that may not be required for all users in the workspace.","Create a mount point only if all users in workspace need to have access to all data in the mounted data source. Use tables with ACLs if you want to impose segregation of access on imported data.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_databricks_001/providers/Microsoft.Databricks/workspaces/workspace-001","/rg_databricks_001/Databricks.LOG"
"Azure_VirtualMachine_Deploy_Latest_OS_Version","Verify","VirtualMachine","rg_iaas_001","vm001001","Medium","No","No","No","No","Virtual Machine should have latest OS version installed","Run command 'Update-AzVM -ResourceGroupName {resourceGroupName} -VM (Get-AzVM -ResourceGroupName {resourceGroupName} -Name {vmName})' . Run 'Get-Help Update-AzVM -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_VirtualMachine_SI_Enable_Antimalware","Manual","VirtualMachine","rg_iaas_001","vm001001","High","No","Yes","No","No","Antimalware must be enabled with real time protection on Virtual Machine","To install antimalware, Go to Azure Portal --> VM Properties --> Extensions --> Add 'Microsoft Antimalware' --> Enable Real-Time Protection and Scheduled Scan --> Click Ok. If antimalware is already present on VM, validate and resolve endpoint protection recommendations in ASC. Refer: https://docs.microsoft.com/en-us/azure/security-center/security-center-install-endpoint-protection, https://docs.microsoft.com/en-us/azure/security/azure-security-antimalware","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_VirtualMachine_Config_Enable_NSG","Failed","VirtualMachine","rg_iaas_001","vm001001","Medium","No","No","No","No","NSG must be configured for Virtual Machine","Refer: https://docs.microsoft.com/en-us/azure/virtual-machines/windows/endpoints-in-resource-manager, https://docs.microsoft.com/en-us/azure/virtual-network/virtual-networks-create-nsg-arm-ps","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_VirtualMachine_NetSec_Justify_PublicIPs","Passed","VirtualMachine","rg_iaas_001","vm001001","High","Yes","No","No","No","Public IPs on a Virtual Machine should be carefully reviewed","Go to Azure Portal --> VM Settings --> Networking --> Network Interfaces --> <Select NIC> --> IP Configurations --> <Select IP Configs with Public IP> --> Click 'Disabled' --> Save. Refer: https://docs.microsoft.com/en-us/azure/virtual-network/virtual-network-public-ip-address ","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_VirtualMachine_SI_ASC_OS_Vulnerabilities","Verify","VirtualMachine","rg_iaas_001","vm001001","High","No","No","No","No","Virtual Machine must be in a healthy state in Azure Security Center","Refer: https://docs.microsoft.com/en-us/azure/security-center/security-center-remediate-os-vulnerabilities","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_VirtualMachine_SI_Missing_OS_Patches","Verify","VirtualMachine","rg_iaas_001","vm001001","High","No","No","No","No","Virtual Machine must have all the required OS patches installed.","Refer: https://docs.microsoft.com/en-us/azure/security-center/security-center-apply-system-updates . It takes 24 hours to reflect the latest status at ASC.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_VirtualMachine_SI_ASC_Recommendations","Passed","VirtualMachine","rg_iaas_001","vm001001","High","No","No","No","No","Virtual Machine must implement all the flagged ASC recommendations.","First, examine the detailed AzSK log file for this VM to find out the specific recommendations this control is currently failing for. Review the ASC documentation for those recommendations and implement the suggested fixes. (Note: Not all ASC recommendations are flagged by AzSK. So the first step is critical.). Refer: https://docs.microsoft.com/en-us/azure/security-center/security-center-virtual-machine-recommendations","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_VirtualMachine_Audit_Enable_Diagnostics","Failed","VirtualMachine","rg_iaas_001","vm001001","Medium","No","No","No","No","Diagnostics (IaaSDiagnostics extension on Windows; LinuxDiagnostic extension on Linux) must be enabled on Virtual Machine","Go to Azure Portal --> VM Properties --> Diagnostics settings --> Enable guest-level-monitoring. Refer: https://docs.microsoft.com/en-us/azure/monitoring-and-diagnostics/azure-diagnostics","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_VirtualMachine_NetSec_Dont_Open_Management_Ports","Failed","VirtualMachine","rg_iaas_001","vm001001","Critical","No","No","No","No","Do not leave management ports open on Virtual Machines","Go to Azure Portal --> VM Settings --> Networking --> Inbound security rules --> Select security rule which allows management ports (e.g. RDP-3389, WINRM-5985, SSH-22) --> Click 'Deny' under Action --> Click Save.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_VirtualMachine_SI_Enable_Vuln_Solution","Failed","VirtualMachine","rg_iaas_001","vm001001","Medium","No","Yes","No","No","Vulnerability assessment solution should be installed on VM","To install vulnerability assessment solution, please refer: https://docs.microsoft.com/en-us/azure/security-center/security-center-vulnerability-assessment-recommendations","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_VirtualMachine_SI_Deploy_GuestConfig_Extension","Failed","VirtualMachine","rg_iaas_001","vm001001","Medium","No","Yes","No","No","Guest Configuration extension must be deployed to the VM using Azure Policy assignment","This control checks that the VM meets the following criteria: [a] Guest Configuration Extension is installed and provisioned successfully, [b] 'SystemAssigned' managed identity (MSI) is enabled for the VM. Both, the required Guest Configuration extension and a system-assigned MSI, will be automatically deployed and configured when the machine is in scope for an Azure Policy assignment that includes definitions in the Guest Configuration category.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_VirtualMachine_SI_GuestConfig_Policy_Health","Passed","VirtualMachine","rg_iaas_001","vm001001","Medium","No","Yes","No","No","Guest config extension should report compliant status for all in-guest policies.","Run Get-AzVMGuestPolicyStatus -ResourceGroupName <VM Resource group name> -VMName <VM Name> to get further details like Compliance reason, last check time etc. and ensure that the issues are resolved.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_VirtualMachine_SI_Deploy_Required_Extensions","Failed","VirtualMachine","rg_iaas_001","vm001001","Medium","No","Yes","No","No","All VM extensions required as per your Org policy must be deployed to the VM","Please look at the detailed AzSK scan logs to determine missing or unhealthy extensions and fix them using command: Set-AzVMExtension -ResourceGroupName '<VM Resource Group Name}>'  -VMName  '<VM Resource Name>'  -Name '<Extension Name>' -Publisher '<Publisher>' -Type '<ExtensionType>'","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Compute/virtualMachines/vm001001","/rg_iaas_001/VirtualMachine.LOG"
"Azure_Storage_AuthN_Dont_Allow_Anonymous","Passed","Storage","rg_iaas_001","diag1c3407e369a8c27e","High","Yes","No","No","Yes","The Access Type for containers must not be set to 'Anonymous'","Run command 'Set-AzStorageContainerAcl -Name '<ContainerName>' -Permission 'Off' -Context (New-AzStorageContext -StorageAccountName '<StorageAccountName>' -StorageAccountKey '<StorageAccountKey>')'. Run 'Get-Help Set-AzStorageContainerAcl -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
"Azure_Storage_Audit_AuthN_Requests","Failed","Storage","rg_iaas_001","diag1c3407e369a8c27e","Medium","No","No","No","Yes","Storage Account must be configured to log and monitor authentication request data","First, run the command '$storageAccount = Get-AzStorageAccount -ResourceGroupName <RGName> -Name <Storage Name> -ErrorAction SilentlyContinue'. Then, run '$storageContext = $storageAccount.Context'. This is the value that you need to supply for -Context in the subsequent commands. Run command 'Set-AzStorageServiceLoggingProperty -ServiceType '<Blob/Queue/Table>' -LoggingOperations 'All' -Context $storageContext -RetentionDays '365' -PassThru'. Run 'Get-Help Set-AzStorageServiceLoggingProperty -full' for more help. Set-AzStorageServiceMetricsProperty -MetricsType 'Hour' -ServiceType '<Blob/Queue/Table/File>' -Context storageContext -MetricsLevel 'ServiceAndApi' -RetentionDays '365' -PassThru. Run 'Get-Help Set-AzStorageServiceMetricsProperty -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
"Azure_Storage_DP_Encrypt_In_Transit","Failed","Storage","rg_iaas_001","diag1c3407e369a8c27e","High","Yes","No","No","Yes","HTTPS protocol must be used for accessing Storage Account resources","Run command 'Set-AzStorageAccount -ResourceGroupName <RGName> -Name <StorageAccountName> -EnableHttpsTrafficOnly $true'. Run 'Get-Help Set-AzStorageAccount -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
"Azure_Storage_DP_Restrict_CORS_Access","Passed","Storage","rg_iaas_001","diag1c3407e369a8c27e","Medium","No","No","No","No","Ensure that CORS access is granted to a minimal set of trusted origins and only required verbs are supported.","Go to Azure Portal --> your Storage service --> Settings --> CORS --> for each of the Storage services  i.e. Blob/File/Table/Queue --> Add --> Provide the specific domain names and other CORS details that should be allowed to make cross-origin calls. Note: No action is needed if you are not using CORS for your service.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
"Azure_Storage_AuthZ_Restrict_Network_Access","Verify","Storage","rg_iaas_001","diag1c3407e369a8c27e","Medium","No","No","No","No","Ensure that Firewall and Virtual Network access is granted to a minimal set of trusted origins","Go to Azure Portal --> your Storage service --> Settings --> Firewalls and virtual networks --> Selected Network. Provide the specific IP address and Virtual Network details that should be allowed to access storage account.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
"Azure_Storage_BCDR_Enable_Soft_Delete","Verify","Storage","rg_iaas_001","diag1c3407e369a8c27e","Medium","No","No","No","No","Soft delete should be enabled to allow recovery of deleted blobs or blob snapshots","Refer: https://docs.microsoft.com/en-us/azure/storage/blobs/storage-blob-soft-delete to enable soft delete feature on Storage.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
"Azure_Storage_AuthZ_Grant_Min_RBAC_Access","Verify","Storage","rg_iaas_001","diag1c3407e369a8c27e","Medium","No","No","No","No","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Remove any excessive privileges granted on the Search service. Run command: Remove-AzRoleAssignment -SignInName '<SignInName>' -Scope '<Scope>' RoleDefinitionName '<RoleDefinitionName>'. Run 'Get-Help Remove-AzRoleAssignment -full' for more help.","/subscriptions/552cae66-87bd-4c0b-af77-fb2578fb7905/resourceGroups/rg_iaas_001/providers/Microsoft.Storage/storageAccounts/diag1c3407e369a8c27e","/rg_iaas_001/Storage.LOG"
